window,mean,median,std,iqr,start_index,class
window1618,19.919999999999998,19.8,0.7824205650436521,1.225,161800,NOR
window1619,20.14,20.15,0.7568704586221615,1.325,161900,NOR
window1620,19.86,19.75,0.7599863931043074,1.1,162000,NOR
window1621,19.85,19.7,0.7568713915112519,1.05,162100,NOR
window1622,20.1,20.2,0.7926578141974379,1.4,162200,NOR
window1623,20.110000000000003,20.35,0.7772611491043422,1.425,162300,NOR
window1624,19.97,19.9,0.7758494475107415,1.375,162400,NOR
window1625,20.1,20.2,0.717676936300656,1.05,162500,NOR
window1626,20.03,20.05,0.8139660677057895,1.375,162600,NOR
window1627,20.1,20.15,0.8066459067503813,1.425,162700,NOR
window1628,20.029999999999998,20.05,0.7450964477869509,1.125,162800,NOR
window1629,19.990000000000002,19.9,0.7867236793946677,1.3,162900,NOR
window1630,20.04,20.1,0.7627543056664969,1.25,163000,NOR
window1631,19.99,20.1,0.7996046668908591,1.425,163100,NOR
window1632,19.92,19.9,0.7629656153014079,1.175,163200,NOR
window1633,20.02,20.15,0.8148333958305288,1.325,163300,NOR
window1634,19.94,19.8,0.7612585629333861,1.1,163400,NOR
window1635,19.95,19.8,0.7389193945084613,1.225,163500,NOR
window1636,20.06,20.1,0.7053997872407525,1.125,163600,NOR
window1637,19.900000000000002,19.8,0.818913726917977,1.55,163700,NOR
window1638,19.93,20.05,0.7267693714970086,1.05,163800,NOR
window1639,20.04,20.0,0.8116964459135643,1.425,163900,NOR
window1640,19.93,19.95,0.7558888799635733,1.35,164000,NOR
window1641,19.99,20.0,0.7774800028245921,1.2,164100,NOR
window1642,20.099999999999998,20.05,0.7580927893215186,1.175,164200,NOR
window1643,19.94,20.0,0.7994664484751547,1.375,164300,NOR
window1644,20.080000000000002,20.0,0.7908508201148623,1.25,164400,NOR
window1645,20.0,19.9,0.7929173904327282,1.35,164500,NOR
window1646,20.009999999999998,20.05,0.7146602435502147,1.05,164600,NOR
window1647,19.910000000000004,19.9,0.7847118783986037,1.4,164700,NOR
window1648,19.950000000000003,19.9,0.7097400793826558,1.05,164800,NOR
window1649,19.919999999999998,19.75,0.8501461925037752,1.525,164900,NOR
window1650,19.85,19.9,0.7197594524627047,0.925,165000,NOR
window1651,19.99,20.05,0.7685893773118726,1.2,165100,NOR
window1652,20.04,20.1,0.7522565427780978,1.075,165200,NOR
window1653,20.05,20.15,0.7260665085194042,1.275,165300,NOR
window1654,20.110000000000003,20.15,0.775194353524959,1.1,165400,NOR
window1655,19.86,19.85,0.7835840126007515,1.45,165500,NOR
window1656,20.019999999999996,20.15,0.7437142332259492,1.1,165600,NOR
window1657,20.05,20.05,0.787784390599164,1.2,165700,NOR
window1658,19.95,19.85,0.7472195848331352,1.25,165800,NOR
window1659,19.860000000000003,19.75,0.7295321887592847,1.25,165900,NOR
window1660,20.07,20.2,0.7663005093087853,1.15,166000,NOR
window1661,20.04,20.05,0.7936581327476544,1.2,166100,NOR
window1662,20.09,20.15,0.8021607413747691,1.45,166200,NOR
window1663,20.060000000000002,20.15,0.7600702172157473,1.2,166300,NOR
window1664,19.93,19.95,0.7899291911570023,1.475,166400,NOR
window1665,20.03,20.0,0.8207973367019378,1.4,166500,NOR
window1666,19.9,19.95,0.7429512665194027,1.1,166600,NOR
window1667,19.979999999999997,20.05,0.7683038082935687,1.3,166700,NOR
window1668,19.94,19.9,0.8069184077513943,1.375,166800,NOR
window1669,19.96,19.85,0.7541259018194537,1.175,166900,NOR
window1670,20.020000000000003,20.05,0.8508088673207505,1.525,167000,NOR
window1671,20.04,20.2,0.8128147821188179,1.45,167100,NOR
window1672,20.04,20.15,0.7633683312849721,1.1,167200,NOR
window1673,19.94,19.7,0.7817309954948249,1.225,167300,NOR
window1674,20.05,20.1,0.7443652874194614,1.075,167400,NOR
window1675,19.99,20.0,0.7881121873180208,1.275,167500,NOR
window1676,20.040000000000003,20.15,0.7657173513197807,1.1,167600,NOR
window1677,20.03,20.15,0.7802714187908963,1.275,167700,NOR
window1678,20.02,20.0,0.7851596132541525,1.45,167800,NOR
window1679,20.04,20.0,0.778707151524267,1.4,167900,NOR
window1680,19.98,19.95,0.7195202881881848,1.15,168000,NOR
window1681,20.009999999999998,19.95,0.774966206930679,1.25,168100,NOR
window1682,19.87,19.75,0.753472064395091,1.175,168200,NOR
window1683,19.950000000000003,19.85,0.7370585762312712,0.925,168300,NOR
window1684,20.12,20.25,0.7883172587237051,1.325,168400,NOR
window1685,19.980000000000004,20.1,0.730800655562452,1.3,168500,NOR
window1686,20.099999999999998,20.1,0.7360382723612716,0.925,168600,NOR
window1687,19.970000000000006,19.9,0.7947442332494752,1.3,168700,NOR
window1688,20.009999999999998,20.05,0.7110689583089524,0.875,168800,NOR
window1689,19.91,19.9,0.7738568638274402,1.275,168900,NOR
window1690,19.990000000000002,20.05,0.7718508238163828,1.275,169000,NOR
window1691,19.9,19.85,0.7503581627980002,1.175,169100,NOR
window1692,19.86,19.95,0.6854723821335301,1.075,169200,NOR
window1693,20.0,19.85,0.725850435270794,0.925,169300,NOR
window1694,19.889999999999997,19.9,0.7764674335732057,1.525,169400,NOR
window1695,19.94,19.95,0.7688022828303964,1.35,169500,NOR
window1696,19.990000000000002,19.95,0.7840492087158932,1.25,169600,NOR
window1697,20.11,20.25,0.7594849566429093,1.275,169700,NOR
window1698,20.080000000000002,20.25,0.7242802984151994,1.075,169800,NOR
window1699,19.940000000000005,20.0,0.7630698374179905,1.25,169900,NOR
window1700,20.09,20.2,0.8155352697131297,1.4,170000,NOR
window1701,20.11,20.2,0.7009321583055778,0.925,170100,NOR
window1702,20.09,20.1,0.7811125483468044,1.25,170200,NOR
window1703,19.96,19.95,0.7703058243896457,1.275,170300,NOR
window1704,20.119999999999997,20.25,0.7653824261429647,1.35,170400,NOR
window1705,19.97,19.85,0.826543465679201,1.55,170500,NOR
window1706,20.060000000000002,20.2,0.7455575388991321,1.0,170600,NOR
window1707,20.07,20.15,0.7854903383780456,1.375,170700,NOR
window1708,20.09,20.2,0.7953796271872522,1.375,170800,NOR
window1709,20.059999999999995,20.15,0.8408589854883439,1.575,170900,NOR
window1710,19.919999999999995,19.85,0.834140076765274,1.5,171000,NOR
window1711,19.839999999999996,19.7,0.7915341131365483,1.3,171100,NOR
window1712,19.95,19.95,0.775913391995837,1.25,171200,NOR
window1713,19.98,20.05,0.7594218016698098,1.1,171300,NOR
window1714,19.979999999999997,20.1,0.7234412683879429,1.2,171400,NOR
window1715,20.03,20.05,0.7960814336168334,1.325,171500,NOR
window1716,19.979999999999997,20.0,0.7483820818981389,1.125,171600,NOR
window1717,19.999999999999996,20.05,0.7621102070730749,1.275,171700,NOR
window1718,20.059999999999995,20.1,0.7415950612365966,1.1,171800,NOR
window1719,20.08,20.25,0.7642500181336109,1.125,171900,NOR
window1720,20.05,20.1,0.7477291224881684,1.175,172000,NOR
window1721,20.139999999999997,20.15,0.7266933400334619,1.125,172100,NOR
window1722,20.050000000000004,20.05,0.8228015518072924,1.475,172200,NOR
window1723,19.9,19.75,0.7709727220727075,1.275,172300,NOR
window1724,19.93,19.95,0.785733374334739,1.325,172400,NOR
window1725,19.939999999999998,19.95,0.7525361362404639,1.225,172500,NOR
window1726,19.91,19.9,0.7451476638782946,1.275,172600,NOR
window1727,20.080000000000002,20.3,0.8281895699047546,1.6,172700,NOR
window1728,19.909999999999997,19.8,0.7397046204195248,1.175,172800,NOR
window1729,20.07,20.1,0.7243307611087653,1.0,172900,NOR
window1730,19.93,19.8,0.7907267169037117,1.425,173000,NOR
window1731,20.08,20.1,0.8154516288181816,1.525,173100,NOR
window1732,20.0,19.95,0.6942521629108371,1.1,173200,NOR
window1733,20.009999999999998,20.0,0.7795979484276722,1.425,173300,NOR
window1734,20.03,20.05,0.7811690759043379,1.2,173400,NOR
window1735,19.970000000000002,19.9,0.789388134754809,1.35,173500,NOR
window1736,20.029999999999998,20.05,0.7804130749896063,1.45,173600,NOR
window1737,20.000000000000004,20.0,0.7973261305965338,1.4,173700,NOR
window1738,19.85,19.7,0.7729622780366907,1.175,173800,NOR
window1739,20.05,20.1,0.8203106168790105,1.5,173900,NOR
window1740,20.099999999999998,20.2,0.7930741875991614,1.25,174000,NOR
window1741,20.02,20.1,0.6906219329884311,1.1,174100,NOR
window1742,20.1,20.15,0.7953002208397507,1.425,174200,NOR
window1743,19.880000000000003,19.8,0.753716140848496,1.05,174300,NOR
window1744,20.009999999999998,20.05,0.8246478347194894,1.375,174400,NOR
window1745,20.110000000000003,20.15,0.7369156383580584,1.175,174500,NOR
window1746,20.09,20.2,0.708733885995569,0.8,174600,NOR
window1747,20.029999999999998,20.05,0.6547220735424552,0.875,174700,NOR
window1748,20.119999999999997,20.2,0.788613818916093,1.4,174800,NOR
window1749,20.06,20.0,0.7375312648477494,1.175,174900,NOR
window1750,20.04,20.1,0.7900809694526327,1.4,175000,NOR
window1751,19.92,19.9,0.7707452493095202,1.325,175100,NOR
window1752,20.07,20.05,0.7391687277109248,1.3,175200,NOR
window1753,20.04,20.0,0.7945573046182818,1.175,175300,NOR
window1754,19.89,19.9,0.7678952625133544,1.3,175400,NOR
window1755,20.03,20.0,0.7725416762660793,1.275,175500,NOR
window1756,20.09,20.2,0.7923785778820819,1.4,175600,NOR
window1757,20.04,20.15,0.7299280956647718,1.125,175700,NOR
window1758,20.02,20.0,0.7534484189303676,1.225,175800,NOR
window1759,19.94,19.85,0.7862113389107439,1.375,175900,NOR
window1760,19.98,19.95,0.8275556647182236,1.55,176000,NOR
window1761,19.95,19.95,0.7459027272931238,1.125,176100,NOR
window1762,19.950000000000003,19.85,0.7555016890203176,1.075,176200,NOR
window1763,19.97,20.05,0.7154410799819996,1.225,176300,NOR
window1764,20.07,20.2,0.7523674130244631,1.15,176400,NOR
window1765,20.14,20.25,0.781028077826207,1.25,176500,NOR
window1766,20.03,20.05,0.7120969017516579,1.15,176600,NOR
window1767,19.95,20.05,0.7778343031005461,1.35,176700,NOR
window1768,19.919999999999998,20.0,0.6911447789125972,0.975,176800,NOR
window1769,20.000000000000004,20.1,0.7746745006506384,1.2,176900,NOR
window1770,20.09,20.2,0.763983951157402,1.225,177000,NOR
window1771,19.96,20.0,0.7760392564483185,1.3,177100,NOR
window1772,20.04,20.1,0.7921438778534506,1.35,177200,NOR
window1773,19.89,19.75,0.7475184578492746,1.225,177300,NOR
window1774,20.09,20.25,0.7608550252000714,1.35,177400,NOR
window1775,20.02,20.1,0.7409458004995285,1.1,177500,NOR
window1776,20.05,20.15,0.7797296385672738,1.3,177600,NOR
window1777,20.06,20.15,0.7920349441839126,1.45,177700,NOR
window1778,19.990000000000002,20.0,0.7600784147865256,1.2,177800,NOR
window1779,19.859999999999996,19.7,0.7457404752897834,1.175,177900,NOR
window1780,19.900000000000002,19.9,0.7677060579336324,1.325,178000,NOR
window1781,20.080000000000002,20.05,0.8176086627239941,1.375,178100,NOR
window1782,19.990000000000002,20.0,0.7601547304709461,1.2,178200,NOR
window1783,20.05,20.1,0.7513283251994998,1.2,178300,NOR
window1784,19.99,19.95,0.7775532057743079,1.225,178400,NOR
window1785,20.1,20.2,0.803381074335023,1.5,178500,NOR
window1786,20.04,20.0,0.7559624923620091,1.225,178600,NOR
window1787,19.99,20.05,0.7731282459331978,1.475,178700,NOR
window1788,20.110000000000003,20.15,0.783786426990765,1.425,178800,NOR
window1789,19.880000000000003,19.75,0.8353541518738836,1.575,178900,NOR
window1790,20.050000000000004,20.2,0.7166446004424332,0.95,179000,NOR
window1791,19.8,19.7,0.6988979907188249,1.325,179100,NOR
window1792,19.980000000000004,19.9,0.7561867751249635,1.0,179200,NOR
window1793,20.01,20.1,0.7741588753232974,1.275,179300,NOR
window1794,20.059999999999995,20.1,0.7535500427153963,1.275,179400,NOR
window1795,20.05,19.95,0.7086346401445697,1.0,179500,NOR
window1796,19.9,19.7,0.7940670967259278,1.45,179600,NOR
window1797,19.939999999999998,19.9,0.7878140445456536,1.35,179700,NOR
window1798,19.949999999999996,19.85,0.6941061040374203,0.825,179800,NOR
window1799,20.0,20.1,0.8313802244749995,1.45,179900,NOR
window1800,20.020000000000003,19.9,0.7939338960900245,1.275,180000,NOR
window1801,19.93,19.95,0.8013762740455643,1.375,180100,NOR
window1802,19.910000000000004,19.9,0.729064199587984,1.075,180200,NOR
window1803,20.06,20.15,0.7582128938622915,1.225,180300,NOR
window1804,20.07,20.2,0.7950740643192427,1.375,180400,NOR
window1805,20.02,19.9,0.7594745427215465,1.225,180500,NOR
window1806,20.0,19.9,0.7142256903350475,1.175,180600,NOR
window1807,19.95,20.0,0.7800580452373117,1.25,180700,NOR
window1808,19.95,19.9,0.7853492411919891,1.275,180800,NOR
window1809,19.88,19.85,0.7158853394656504,1.1,180900,NOR
window1810,20.139999999999997,20.1,0.7393050539196206,1.275,181000,NOR
window1811,20.060000000000002,20.25,0.7614876027452533,1.2,181100,NOR
window1812,20.159999999999997,20.3,0.7825444684848327,1.35,181200,NOR
window1813,19.970000000000002,19.8,0.7398335292639361,1.325,181300,NOR
window1814,20.119999999999997,20.15,0.7395082635080461,1.275,181400,NOR
window1815,20.02,20.1,0.7963113972066973,1.25,181500,NOR
window1816,20.01,20.05,0.8010752630940605,1.35,181600,NOR
window1817,19.939999999999994,20.05,0.7945137198777836,1.475,181700,NOR
window1818,20.11,20.3,0.7940004470763881,1.375,181800,NOR
window1819,19.939999999999998,19.8,0.7450815055245285,1.1,181900,NOR
window1820,20.15,20.15,0.7828907310692115,1.35,182000,NOR
window1821,19.95,19.9,0.7503675959376639,1.35,182100,NOR
window1822,20.18,20.3,0.7427815851849271,1.225,182200,NOR
window1823,19.970000000000002,20.1,0.7641283717055807,1.35,182300,NOR
window1824,20.02,20.0,0.7426178256219383,1.175,182400,NOR
window1825,19.990000000000002,19.95,0.8349483882506894,1.625,182500,NOR
window1826,19.990000000000002,19.95,0.8613819198678463,1.65,182600,NOR
window1827,20.060000000000002,20.05,0.7831059048464641,1.425,182700,NOR
window1828,19.93,19.85,0.7289014234363822,1.15,182800,NOR
window1829,20.130000000000003,20.15,0.7458009461991278,1.4,182900,NOR
window1830,20.09,20.15,0.7685909808343572,1.4,183000,NOR
window1831,20.009999999999998,19.8,0.773412548875721,1.25,183100,NOR
window1832,20.220000000000002,20.3,0.7266507302958141,1.075,183200,NOR
window1833,20.009999999999998,20.0,0.752587765938914,1.15,183300,NOR
window1834,19.91,20.0,0.7567062373351424,1.175,183400,NOR
window1835,20.09,20.1,0.7196800145597948,1.05,183500,NOR
window1836,20.0,20.0,0.7619099869945435,1.225,183600,NOR
window1837,19.93,19.95,0.7545372896229141,1.35,183700,NOR
window1838,20.02,20.05,0.731932610115386,1.225,183800,NOR
window1839,20.06,20.1,0.7429076755128696,0.9,183900,NOR
window1840,20.04,20.05,0.8111867211303609,1.575,184000,NOR
window1841,19.979999999999997,19.95,0.7179897127665328,1.025,184100,NOR
window1842,20.05,20.05,0.8171202792450604,1.575,184200,NOR
window1843,19.860000000000003,19.75,0.8290171341619766,1.55,184300,DUP
window1844,19.91,19.7,0.7182708083034388,1.075,184400,NOR
window1845,20.01,20.1,0.7443726652309306,1.325,184500,NOR
window1846,19.970000000000002,19.8,0.8735241278232584,1.675,184600,NOR
window1847,19.990000000000002,20.0,0.7383920742197925,1.125,184700,NOR
window1848,19.95,19.85,0.76612863105981,1.425,184800,NOR
window1849,20.009999999999998,20.1,0.7586259781014526,1.175,184900,NOR
window1850,19.96,19.95,0.7270946372528987,1.05,185000,NOR
window1851,19.950000000000003,19.95,0.7550647680518606,1.2,185100,NOR
window1852,20.119999999999997,20.2,0.7645814986785265,1.225,185200,NOR
window1853,19.97,19.95,0.7674796453357993,1.4,185300,NOR
window1854,19.94,19.75,0.7790809948990287,1.25,185400,NOR
window1855,19.950000000000003,19.8,0.8221453911006792,1.45,185500,NOR
window1856,19.970000000000002,19.85,0.8028946909448489,1.375,185600,NOR
window1857,19.979999999999997,19.95,0.7126850155931591,1.075,185700,NOR
window1858,19.96,19.9,0.7903178288549435,1.35,185800,NOR
window1859,20.02,19.95,0.7686740260262124,1.275,185900,NOR
window1860,20.12,20.15,0.7673262307943577,1.3,186000,NOR
window1861,19.990000000000002,20.05,0.7595362084381149,1.125,186100,NOR
window1862,19.979999999999997,20.05,0.8038030687560417,1.375,186200,NOR
window1863,20.11,20.1,0.7042931436938618,0.975,186300,NOR
window1864,20.060000000000002,20.15,0.7344626041940104,1.05,186400,NOR
window1865,20.000000000000004,19.95,0.7181380565900293,1.275,186500,NOR
window1866,20.09,20.15,0.7796678146853836,1.3,186600,NOR
window1867,20.04,20.05,0.8165317850194491,1.5,186700,NOR
window1868,20.119999999999997,20.2,0.73707860008759,1.175,186800,NOR
window1869,19.919999999999998,19.85,0.8201765702717854,1.475,186900,NOR
window1870,20.07,20.2,0.7716293433899181,1.15,187000,NOR
window1871,19.93,19.9,0.7554674137987641,1.275,187100,NOR
window1872,20.029999999999998,20.1,0.8038331732067847,1.55,187200,NOR
window1873,20.029999999999998,20.05,0.7874889687586724,1.275,187300,NOR
window1874,19.98,20.0,0.7701573212338059,1.3,187400,NOR
window1875,20.0,20.1,0.743441329461856,1.2,187500,NOR
window1876,19.86,19.75,0.767999775368498,1.175,187600,NOR
window1877,20.04,20.05,0.8068450611723605,1.55,187700,NOR
window1878,19.979999999999997,19.9,0.7859341674656385,1.325,187800,NOR
window1879,19.919999999999998,19.85,0.7534622719894095,1.25,187900,NOR
window1880,20.1,20.15,0.7823794231618786,1.2,188000,NOR
window1881,20.0,20.05,0.7390913552754835,1.3,188100,NOR
window1882,19.94,19.85,0.7380314769525038,1.0,188200,NOR
window1883,19.9,19.75,0.8130013391310162,1.4,188300,NOR
window1884,20.1,20.25,0.7473253592751415,1.175,188400,NOR
window1885,20.02,20.0,0.7897356679866422,1.4,188500,NOR
window1886,19.98,19.95,0.796035804360024,1.325,188600,NOR
window1887,19.82,19.7,0.7580785325234513,1.225,188700,NOR
window1888,19.94,19.95,0.7533909623041963,1.15,188800,NOR
window1889,20.02,20.1,0.7596401081856724,1.2,188900,NOR
window1890,20.06,20.2,0.7720078256900621,1.275,189000,NOR
window1891,19.96,20.0,0.8117457226841465,1.475,189100,NOR
window1892,20.1,20.25,0.8124686434252212,1.45,189200,NOR
window1893,20.02,19.9,0.8312980978047915,1.5,189300,NOR
window1894,20.07,20.15,0.7493262471325556,1.175,189400,NOR
window1895,20.1,20.15,0.6614481777854152,1.075,189500,NOR
window1896,20.0,20.05,0.7861566135946723,1.35,189600,NOR
window1897,20.080000000000002,20.1,0.7231372814517364,1.175,189700,NOR
window1898,20.000000000000004,19.85,0.7377312725739826,1.2,189800,NOR
window1899,20.09,20.2,0.7784544375911089,1.225,189900,NOR
window1900,20.169999999999998,20.3,0.7823165817378149,1.3,190000,NOR
window1901,20.15,20.05,0.7095589388652036,1.125,190100,NOR
window1902,20.03,20.05,0.7527392242178579,1.275,190200,NOR
window1903,19.830000000000002,19.75,0.7831045019841574,1.325,190300,NOR
window1904,19.97,20.05,0.831998977273039,1.5,190400,DEL
window1905,19.82,19.75,0.7544031188539219,1.275,190500,NOR
window1906,20.020000000000003,19.95,0.7848567144081732,1.2,190600,NOR
window1907,20.14,20.2,0.7669217088937929,1.325,190700,NOR
window1908,20.13,20.35,0.8570081285694251,1.675,190800,NOR
window1909,20.04,20.1,0.7474213004516501,1.225,190900,NOR
window1910,20.06,20.1,0.7580586610851264,1.175,191000,NOR
window1911,20.050000000000004,20.2,0.771110857494861,1.225,191100,NOR
window1912,19.990000000000002,20.05,0.7610025065499906,1.1,191200,NOR
window1913,20.009999999999998,20.0,0.7667073157494547,1.225,191300,NOR
window1914,19.93,19.8,0.7576464931269994,1.05,191400,NOR
window1915,19.9,19.85,0.8016110733830646,1.475,191500,NOR
window1916,20.07,20.1,0.7677213664769262,1.25,191600,NOR
window1917,20.020000000000003,20.1,0.7528602844841632,1.2,191700,NOR
window1918,20.0,20.1,0.769370919821087,1.275,191800,NOR
window1919,20.060000000000002,20.05,0.7820113747013422,1.325,191900,NOR
window1920,19.96,19.9,0.7460925513335801,1.15,192000,NOR
window1921,20.050000000000004,20.2,0.7031803608512741,1.025,192100,NOR
window1922,20.089999999999996,20.0,0.7412303422778985,1.05,192200,NOR
window1923,20.089999999999996,20.1,0.7539874556012036,1.3,192300,NOR
window1924,20.029999999999998,20.0,0.8171372074012426,1.475,192400,NOR
window1925,20.1,20.15,0.7765486638243466,1.25,192500,NOR
window1926,19.93,19.9,0.7987391836825992,1.45,192600,NOR
window1927,20.0,19.9,0.7104336079309912,1.0,192700,NOR
window1928,20.029999999999998,20.15,0.7865724447939227,1.25,192800,NOR
window1929,19.990000000000002,19.9,0.8250259053735943,1.525,192900,NOR
window1930,20.02,19.9,0.7319844870354616,0.85,193000,NOR
window1931,19.889999999999997,19.8,0.7989748587839742,1.35,193100,NOR
window1932,20.01,19.95,0.7822159871520745,1.275,193200,NOR
window1933,19.88,19.95,0.772033243540208,1.275,193300,NOR
window1934,19.849999999999998,19.6,0.7226773285062632,0.925,193400,NOR
window1935,19.98,19.9,0.7867637986289198,1.325,193500,NOR
window1936,20.029999999999998,20.0,0.7627812496596155,1.25,193600,NOR
window1937,19.95,19.95,0.7465216766763741,1.075,193700,NOR
window1938,19.99,19.8,0.8018333931167622,1.3,193800,NOR
window1939,20.080000000000002,20.05,0.7492156540192666,1.25,193900,NOR
window1940,19.95,19.9,0.786109983825468,1.25,194000,NOR
window1941,20.089999999999996,20.05,0.7296083421470381,1.025,194100,NOR
window1942,20.020000000000003,19.95,0.7606542055240142,1.125,194200,NOR
window1943,20.08,20.25,0.7798526442784802,1.2,194300,NOR
window1944,20.099999999999998,20.1,0.7197837221294099,1.2,194400,NOR
window1945,20.01,20.0,0.7340363802312506,1.15,194500,NOR
window1946,20.139999999999997,20.3,0.8453202296689046,1.4,194600,NOR
window1947,19.96,20.1,0.7701072661664284,1.375,194700,NOR
window1948,19.990000000000002,20.0,0.7355186205398148,1.15,194800,NOR
window1949,19.949999999999996,19.95,0.7474142147632751,1.05,194900,NOR
window1950,20.07,20.1,0.7636712870515507,1.225,195000,NOR
window1951,20.12,20.15,0.7691622251501696,1.0,195100,NOR
window1952,19.98,19.95,0.7171912455332822,1.15,195200,NOR
window1953,20.029999999999998,20.05,0.7674313161925456,1.25,195300,NOR
window1954,20.169999999999998,20.25,0.7881881670424478,1.4,195400,NOR
window1955,20.0,20.0,0.7115931543321982,1.225,195500,NOR
window1956,20.03,20.05,0.8167845742941193,1.475,195600,NOR
window1957,20.040000000000003,19.95,0.7926956360898421,1.4,195700,NOR
window1958,19.96,19.8,0.7706854842406348,1.125,195800,NOR
window1959,19.860000000000003,19.65,0.8179686157063433,1.35,195900,NOR
window1960,20.1,20.1,0.8107180419427522,1.425,196000,NOR
window1961,20.130000000000003,20.25,0.7478159533423191,1.1,196100,NOR
window1962,19.9,19.85,0.7583942971948228,1.25,196200,NOR
window1963,19.919999999999998,19.85,0.7742127681788343,1.325,196300,NOR
window1964,19.99,20.05,0.7438971751947842,1.275,196400,NOR
window1965,20.020000000000003,20.1,0.8056643080148372,1.35,196500,NOR
window1966,20.059999999999995,20.05,0.789105713654719,1.4,196600,NOR
window1967,19.94,19.9,0.8017469979333743,1.35,196700,NOR
window1968,20.06,20.2,0.7996435304503742,1.4,196800,NOR
window1969,19.95,19.9,0.7770056187785889,1.15,196900,NOR
window1970,19.98,20.0,0.7736554517158656,1.35,197000,NOR
window1971,19.84,19.7,0.8185936867192432,1.475,197100,NOR
window1972,19.959999999999997,19.85,0.7886079108360486,1.3,197200,NOR
window1973,19.92,19.8,0.7867656338087956,1.375,197300,NOR
window1974,20.03,20.05,0.8022998987173136,1.325,197400,NOR
window1975,20.07,20.2,0.7394071405718889,1.0,197500,NOR
window1976,19.95,19.8,0.8021665495938833,1.3,197600,NOR
window1977,20.05,20.1,0.7762841496911521,1.2,197700,NOR
window1978,20.06,20.0,0.7962791347173492,1.325,197800,NOR
window1979,20.000000000000004,20.0,0.6957691156897682,0.9,197900,NOR
window1980,19.9,19.85,0.773892059492315,1.4,198000,NOR
window1981,20.0,20.0,0.790112006072645,1.225,198100,NOR
window1982,20.09,20.1,0.7277976740359867,1.3,198200,NOR
window1983,20.05,20.05,0.7533250220724234,1.2,198300,NOR
window1984,20.089999999999996,20.2,0.8024551535844633,1.375,198400,NOR
window1985,20.090000000000003,20.1,0.7894589882593774,1.2,198500,NOR
window1986,20.0,20.1,0.7844256539615769,1.45,198600,NOR
window1987,20.0,19.9,0.7505931219476297,1.125,198700,NOR
window1988,20.0,20.05,0.7916632655948971,1.375,198800,NOR
window1989,20.07,20.1,0.7615577156386408,1.2,198900,NOR
window1990,20.09,20.2,0.8069734275881026,1.375,199000,NOR
window1991,20.13,20.15,0.7525157823830633,1.225,199100,NOR
window1992,20.12,20.15,0.7600818410575318,1.175,199200,NOR
window1993,20.01,19.95,0.8127633313967323,1.475,199300,NOR
window1994,20.009999999999998,20.1,0.742012935755538,1.075,199400,NOR
window1995,20.119999999999997,20.25,0.7768282994736537,1.225,199500,NOR
window1996,20.07,20.15,0.7667530422568157,1.425,199600,NOR
window1997,20.0,20.0,0.7818097191922602,1.275,199700,NOR
window1998,19.94,19.9,0.7974789678935389,1.525,199800,NOR
window1999,20.0,20.15,0.8165657065451564,1.45,199900,NOR
window2000,20.090000000000003,20.05,0.7265099770944141,1.15,200000,NOR
window2001,19.82,19.65,0.7807985091185181,1.3,200100,NOR
window2002,20.0,20.05,0.7728592239481403,1.15,200200,NOR
window2003,20.020000000000003,20.05,0.7596306017063752,1.25,200300,NOR
window2004,20.110000000000003,20.0,0.7755473536794038,1.275,200400,NOR
window2005,19.96,19.95,0.7905153905032971,1.325,200500,NOR
window2006,20.099999999999998,20.15,0.8181491360708781,1.525,200600,NOR
window2007,19.910000000000004,19.95,0.8162852215999402,1.35,200700,NOR
window2008,20.07,20.1,0.8135818749200713,1.55,200800,NOR
window2009,20.1,20.15,0.814743291726915,1.45,200900,NOR
window2010,20.03,20.0,0.7173274703591184,1.1,201000,NOR
window2011,19.95,19.95,0.7530285207250828,1.275,201100,NOR
window2012,19.9,19.85,0.778736117867569,1.35,201200,NOR
window2013,20.1,20.25,0.7748133155914928,1.475,201300,NOR
window2014,20.009999999999998,20.05,0.7668824797312905,1.05,201400,NOR
window2015,20.04,20.15,0.7474276448289886,1.2,201500,NOR
window2016,20.06,20.05,0.785723412718937,1.35,201600,NOR
window2017,20.04,19.95,0.8331673859332304,1.425,201700,NOR
window2018,20.05,20.15,0.7574873522717394,1.075,201800,NOR
window2019,19.889999999999997,19.9,0.7680516477374616,1.375,201900,NOR
window2020,19.970000000000002,20.0,0.7737139196173722,1.2,202000,NOR
window2021,19.92,19.85,0.7549696714376999,1.15,202100,NOR
window2022,20.03,20.05,0.7976009628930735,1.2,202200,NOR
window2023,19.93,19.85,0.7679657857436759,1.3,202300,NOR
window2024,19.889999999999997,19.9,0.6883034205499601,1.175,202400,NOR
window2025,19.97,19.9,0.760347248182242,1.125,202500,NOR
window2026,19.87,19.9,0.7431617544198331,1.2,202600,NOR
window2027,20.09,20.15,0.724025914722772,0.925,202700,NOR
window2028,19.89,19.75,0.799992530052682,1.375,202800,NOR
window2029,20.060000000000002,20.0,0.7659230598694962,1.325,202900,NOR
window2030,19.919999999999998,20.0,0.7849052353600087,1.45,203000,NOR
window2031,20.07,20.15,0.7633104561291749,1.2,203100,NOR
window2032,19.97,19.95,0.7787110736891898,1.325,203200,NOR
window2033,19.93,19.95,0.7540299006800433,1.175,203300,NOR
window2034,19.96,20.05,0.8019438181047505,1.4,203400,NOR
window2035,20.01,20.05,0.7337332549291815,1.05,203500,NOR
